CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,AgeInMonths,AgeInYears,BirthYear,BirthMonth,BikeBuyer,AvgMonthSpend
23679,"",Jacob,G,Harris,"",7987 Seawind Dr.,NULL,Oak Bay,British Columbia,Canada,V8P,518-555-0167,11/5/1961 12:00:00 AM,Bachelors,Management,M,S,1,1,0,1,108360,3/6/2017 12:00:00 AM,664,55,1961,11,0,51.88
26799,"",Ryan,G,Russell,"",1104 O St.,NULL,Coronado,California,United States,92118,696-555-0187,9/19/1996 12:00:00 AM,Partial College,Clerical,M,M,0,1,0,0,87504,3/6/2017 12:00:00 AM,246,20,1996,9,0,49.72
15726,"",Faith,F,Barnes,"",6176 Crow Street,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0195,2/27/1993 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,0,0,0,55461,3/6/2017 12:00:00 AM,289,24,1993,2,1,48.76
15473,"",Abigail,"",Jenkins,"",4838 Second Street,NULL,Coronado,California,United States,92118,135-555-0132,4/15/1989 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,0,137464,3/6/2017 12:00:00 AM,335,27,1989,4,1,52.03
28685,"",Marshall,J,Zhu,"","24, boulevard Tremblay",NULL,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0189,3/16/1990 12:00:00 AM,High School,Clerical,M,M,1,2,0,1,87676,3/6/2017 12:00:00 AM,324,27,1990,3,1,49.89
12302,"",Kevin,"",Coleman,"",Reiherweg 5,NULL,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0167,3/2/1966 12:00:00 AM,Bachelors,Management,M,M,1,3,0,2,104187,3/6/2017 12:00:00 AM,612,51,1966,3,1,51.15
23523,"",Steve,V,Liu,"",8358 Azalea Avenue,NULL,Findon,South Australia,Australia,5023,1 (11) 500 555-0135,8/19/1983 12:00:00 AM,Bachelors,Clerical,M,S,0,1,0,0,78222,3/6/2017 12:00:00 AM,403,33,1983,8,1,53.53
18713,"",Rosa,"",Yang,"",5673 Arlington Circle,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,11/15/1986 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,0,1,77383,3/6/2017 12:00:00 AM,364,30,1986,11,0,50.59
24082,"",Regina,A,Rodriguez,"","56, avenue de l´Europe",NULL,Morangis,Essonne,France,91420,1 (11) 500 555-0119,12/13/1984 12:00:00 AM,High School,Skilled Manual,F,M,1,1,2,2,60700,3/6/2017 12:00:00 AM,387,32,1984,12,1,49.29
27886,"",Denise,P,Gonzalez,"","80, avenue de Malakoff",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,9/24/1980 12:00:00 AM,High School,Manual,F,S,0,0,0,0,30913,3/6/2017 12:00:00 AM,438,36,1980,9,0,49
21711,"",Hailey,J,Gray,"",44 Garcia,NULL,West Covina,California,United States,91791,643-555-0126,11/11/1978 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,86952,3/6/2017 12:00:00 AM,460,38,1978,11,1,54.71
22366,"",Logan,C,Henderson,"",1695 Valley High Dr,NULL,Sooke,British Columbia,Canada,V0,154-555-0134,7/16/1978 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,2,1,2,58567,3/6/2017 12:00:00 AM,464,38,1978,7,1,55.64
15010,"",Cory,J,Suri,"",9342 Temple Drive,NULL,Berkeley,California,United States,94704,109-555-0114,9/12/1997 12:00:00 AM,Partial College,Clerical,M,M,0,0,0,0,77478,3/6/2017 12:00:00 AM,234,19,1997,9,0,50.55
22296,"",Benjamin,M,Johnson,"",4137 Garcia Ranch Road,NULL,Lemon Grove,California,United States,91945,913-555-0137,3/23/1988 12:00:00 AM,Bachelors,Clerical,M,M,1,2,0,1,78406,3/6/2017 12:00:00 AM,348,29,1988,3,0,50.16
23237,"",Caleb,C,Young,"",Helsenbergbogen 2,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0192,12/27/1990 12:00:00 AM,Partial College,Clerical,M,S,0,1,0,0,85318,3/6/2017 12:00:00 AM,315,26,1990,12,0,51.02
13832,"",Priscilla,R,Raji,"","51, rue Henri Gagnon",NULL,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0125,4/27/1996 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,52928,3/6/2017 12:00:00 AM,251,20,1996,4,1,52.17
26026,"",Cindy,E,Srini,"",9099 Warmcastle Ct.,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0153,5/14/1987 12:00:00 AM,Bachelors,Clerical,F,S,0,2,0,0,79224,3/6/2017 12:00:00 AM,358,29,1987,5,1,52.31
17813,"",Jay,K,Nicholls,"",2080 Mountain View Dr.,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0187,7/3/1983 12:00:00 AM,Partial College,Manual,M,M,0,0,0,1,33076,3/6/2017 12:00:00 AM,404,33,1983,7,1,53.13
26369,"",Kate,J,Nath,"","1101, rue Lauriston",NULL,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0171,9/24/1985 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,2,56641,3/6/2017 12:00:00 AM,378,31,1985,9,0,48.89
18824,"",Elijah,L,Collins,"",2535 Park Lane,NULL,La Jolla,California,United States,92806,620-555-0143,8/24/1982 12:00:00 AM,High School,Manual,M,M,1,0,0,1,27203,3/6/2017 12:00:00 AM,415,34,1982,8,0,52.46
21064,"",Colleen,C,Sun,"","8188, place du Tertre",NULL,Saint Ouen,Somme,France,80610,1 (11) 500 555-0116,11/20/1986 12:00:00 AM,High School,Clerical,F,S,0,3,0,0,77098,3/6/2017 12:00:00 AM,364,30,1986,11,0,50.21
28532,"",Tony,R,Xie,"","4757, rue Saint-Lazare",NULL,Paris,Seine (Paris),France,75008,1 (11) 500 555-0112,12/6/1988 12:00:00 AM,Bachelors,Management,M,M,1,3,2,2,103200,3/6/2017 12:00:00 AM,339,28,1988,12,1,53.97
16183,"",Tanya,"",Carlson,"",9435 Vine Hill Way,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0136,11/4/1984 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,2,0,0,53784,3/6/2017 12:00:00 AM,388,32,1984,11,0,50.85
25700,"",Faith,B,Coleman,"","2181, rue Malar",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0165,8/18/1974 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,25826,3/6/2017 12:00:00 AM,511,42,1974,8,0,47.53
21746,"",Xavier,"",Hernandez,"",144 Santa Monica,NULL,Lakewood,California,United States,90712,404-555-0118,3/16/1982 12:00:00 AM,High School,Manual,M,M,1,0,1,1,30925,3/6/2017 12:00:00 AM,420,35,1982,3,1,50.48
26560,"",Lindsey,"",Shen,"",589 Woodcrest Drive,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0163,6/4/1971 12:00:00 AM,Partial High School,Manual,F,M,1,1,1,2,30288,3/6/2017 12:00:00 AM,549,45,1971,6,0,50.57
16988,"",Brian,R,Bailey,"",9013 Ramsay Circle,NULL,Oakland,California,United States,94611,621-555-0190,4/19/1985 12:00:00 AM,Bachelors,Manual,M,S,0,0,0,0,34685,3/6/2017 12:00:00 AM,383,31,1985,4,1,48.1
18562,"",Mary,P,Wright,"",5745 St. Paul Way,NULL,Novato,California,United States,94947,160-555-0188,6/16/1989 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,0,1,1,1,58213,3/6/2017 12:00:00 AM,333,27,1989,6,1,51.99
14996,"",Ross,R,Gill,"",Unter Linden 934,NULL,Berlin,Hamburg,Germany,10210,1 (11) 500 555-0114,10/14/1995 12:00:00 AM,Partial College,Management,M,S,0,0,0,0,108342,3/6/2017 12:00:00 AM,257,21,1995,10,1,51.43
26741,"",Nichole,J,Pal,"",2765 Robbins Place,NULL,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0197,8/18/1987 12:00:00 AM,Bachelors,Professional,F,M,1,2,1,1,130385,3/6/2017 12:00:00 AM,355,29,1987,8,1,55.52
19490,"",Kristina,D,Smith,"","11, rue de Cambrai",NULL,Paris,Seine (Paris),France,75019,1 (11) 500 555-0167,11/16/1984 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,58227,3/6/2017 12:00:00 AM,388,32,1984,11,1,50.76
12720,"",Nicolas,J,Chande,"","44, rue du Départ",NULL,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,11/2/1994 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,52156,3/6/2017 12:00:00 AM,268,22,1994,11,1,47.68
14050,"",Manuel,M,Lopez,"",2396 Ancona Ct.,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0146,5/16/1986 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,0,131458,3/6/2017 12:00:00 AM,370,30,1986,5,1,57.1
11926,"",Eduardo,"",Foster,"",609 Power Ave.,NULL,Oregon City,Oregon,United States,97045,522-555-0169,3/18/1998 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,33510,3/6/2017 12:00:00 AM,228,19,1998,3,0,46.25
28023,"",Andrea,D,James,"",4645 Rossmor Parkway,NULL,Corvallis,Oregon,United States,97330,514-555-0198,9/15/1966 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,1,56785,3/6/2017 12:00:00 AM,606,50,1966,9,0,51.34
22541,"",Stefanie,"",Martinez,"",Im Himmelsweg 27,NULL,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0120,12/26/1993 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,58201,3/6/2017 12:00:00 AM,279,23,1993,12,0,51.29
23192,"",Emily,E,Garcia,"",8180 Loveridge Circle,NULL,Palo Alto,California,United States,94303,300-555-0120,4/8/1985 12:00:00 AM,Bachelors,Clerical,F,M,1,2,0,1,82359,3/7/2017 12:00:00 AM,383,31,1985,4,1,49.64
24957,"",Anna,A,Howard,"",8290 Margaret Ct.,NULL,Lakewood,California,United States,90712,869-555-0119,4/21/1965 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,2,1,2,55654,3/6/2017 12:00:00 AM,623,51,1965,4,1,50.98
11867,"",Nathaniel,C,James,"",4268 Weaver Court,NULL,National City,California,United States,91950,112-555-0116,4/24/1980 12:00:00 AM,High School,Manual,M,M,1,1,1,2,33167,3/6/2017 12:00:00 AM,443,36,1980,4,0,58.85
11929,"",Virginia,"",Gonzalez,"",7566 Keller Ridge Dr.,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0188,2/12/1966 12:00:00 AM,Partial College,Management,F,S,1,3,0,1,107883,3/6/2017 12:00:00 AM,613,51,1966,2,1,52.81
27994,"",Jodi,L,Rai,"",5680 Camelback Ct.,NULL,Beaverton,Oregon,United States,97005,622-555-0178,7/4/1957 12:00:00 AM,High School,Clerical,F,M,1,1,2,2,80056,3/7/2017 12:00:00 AM,716,59,1957,7,1,53.16
21068,"",Lawrence,B,Jimenez,"",5097 Bourton Ct.,NULL,Bury,England,United Kingdom,PE17,1 (11) 500 555-0119,1/28/1985 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,2,0,0,54577,3/6/2017 12:00:00 AM,386,32,1985,1,1,49.8
26332,"",Aaron,W,Mitchell,"",3773 Lakefield Place,NULL,Lebanon,Oregon,United States,97355,116-555-0185,9/26/1986 12:00:00 AM,Bachelors,Manual,M,M,0,0,1,1,36070,3/6/2017 12:00:00 AM,366,30,1986,9,1,59.05
20232,"",Franklin,L,Chande,"",867 Calico Way,NULL,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0166,5/11/1984 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,1,2,54049,3/6/2017 12:00:00 AM,394,32,1984,5,1,54.19
15029,"",Alejandro,W,Ye,"",5572 Running Springs Road,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0199,6/4/1999 12:00:00 AM,Partial College,Management,M,S,0,1,0,0,112726,3/6/2017 12:00:00 AM,213,17,1999,6,0,55.8
28907,"",Blake,"",Jenkins,"",1156 Dublin Court,NULL,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0111,2/19/1971 12:00:00 AM,Partial College,Manual,M,M,1,1,0,2,29749,3/6/2017 12:00:00 AM,553,46,1971,2,0,48.95
11887,"",Joseph,"",White,"",8656 Lakespring Place,NULL,Coronado,California,United States,92118,149-555-0116,4/5/1978 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,2,2,56820,3/6/2017 12:00:00 AM,467,38,1978,4,1,55.26
16809,"",Bailey,A,Sanders,"",3910 Fawn Glen Circle,NULL,Redwood City,California,United States,94063,532-555-0181,6/24/1970 12:00:00 AM,Partial College,Management,F,S,1,3,0,0,102647,3/6/2017 12:00:00 AM,561,46,1970,6,1,51.75
18033,"",Evelyn,W,Patel,"",Postfach 44 11 11,NULL,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0193,5/20/1996 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,82258,3/6/2017 12:00:00 AM,250,20,1996,5,1,51.48
27605,"",Miguel,"",Martinez,"",5656 Via Delaware,NULL,Sedro Woolley,Washington,United States,98284,455-555-0163,1/22/1977 12:00:00 AM,High School,Skilled Manual,M,M,1,1,2,2,54200,3/6/2017 12:00:00 AM,482,40,1977,1,1,55.34
14106,"",Melissa,"",Hughes,"",9391 80th St,NULL,Oakland,California,United States,94611,976-555-0182,1/13/1996 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,60908,3/6/2017 12:00:00 AM,254,21,1996,1,1,51.97
29293,"",Nuan,"",Wu,"",7717 Amador Valley Blvd.,NULL,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0113,6/2/1987 12:00:00 AM,Bachelors,Management,M,S,1,2,0,0,105007,3/6/2017 12:00:00 AM,357,29,1987,6,1,54.5
17669,"",Olivia,N,Rivera,"",8490 Longbrood Way,NULL,Sedro Woolley,Washington,United States,98284,196-555-0192,10/10/1976 12:00:00 AM,High School,Manual,F,M,1,0,1,1,32319,3/6/2017 12:00:00 AM,485,40,1976,10,1,48.12
23540,"",Bruce,"",Lopez,"",324 Mepham Dr.,NULL,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0119,2/5/1982 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,52311,3/6/2017 12:00:00 AM,421,35,1982,2,0,57.27
19710,"",Arianna,S,Gonzales,"",7886 Ruth Drive,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,223-555-0195,10/7/1980 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,82851,3/6/2017 12:00:00 AM,437,36,1980,10,0,54.25
21495,"",James,"",Hughes,"",8225 Hidden Oak Ct,NULL,Olympia,Washington,United States,98501,525-555-0165,8/2/1971 12:00:00 AM,High School,Manual,M,M,1,1,2,2,29111,3/6/2017 12:00:00 AM,547,45,1971,8,0,53.22
14773,"",Noah,"",Ross,"","7, route de Marseille",NULL,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0136,4/27/1988 12:00:00 AM,Graduate Degree,Clerical,M,M,1,1,1,1,81985,3/6/2017 12:00:00 AM,347,28,1988,4,1,52.19
29082,"",Sabrina,L,Ramos,"",868 Aspen Dr.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0143,1/22/1969 12:00:00 AM,Partial High School,Manual,F,S,1,0,0,0,33954,3/6/2017 12:00:00 AM,578,48,1969,1,0,46.19
14021,"",Michelle,"",Richardson,"",2676 Santa Fe Street,NULL,Kirkland,Washington,United States,98033,590-555-0195,11/2/1995 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,29016,3/6/2017 12:00:00 AM,256,21,1995,11,0,45.76
23689,"",Kayla,D,Hall,"",7034 Carson,NULL,West Covina,California,United States,91791,155-555-0190,2/26/1967 12:00:00 AM,High School,Manual,F,M,1,0,1,2,33152,3/6/2017 12:00:00 AM,601,50,1967,2,1,50.02
13485,"",Thomas,J,Allen,"",288 Almaden Dr.,NULL,Chula Vista,California,United States,91910,599-555-0119,10/25/1957 12:00:00 AM,Graduate Degree,Clerical,M,M,1,1,2,2,80331,3/6/2017 12:00:00 AM,713,59,1957,10,1,53.77
14179,"",Claudia,J,Xu,"",Lützowplatz 5538,NULL,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0140,4/26/1966 12:00:00 AM,Bachelors,Clerical,F,S,1,1,1,1,79235,3/6/2017 12:00:00 AM,611,50,1966,4,0,51.62
15084,"",Adrienne,"",Serrano,"",Winterfeldtstr 2529,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,9/20/1989 12:00:00 AM,Graduate Degree,Manual,F,S,0,1,0,0,35390,3/6/2017 12:00:00 AM,330,27,1989,9,0,50.42
27193,"",Daniel,V,Miller,"",6885 Auburn,NULL,Lincoln Acres,California,United States,91950,623-555-0156,5/18/1994 12:00:00 AM,Graduate Degree,Professional,M,S,0,3,0,0,136457,3/6/2017 12:00:00 AM,274,22,1994,5,0,52.17
20423,"",Alicia,H,Goel,"",7405 Jacqueline Drive,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0147,10/10/1972 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,53549,3/6/2017 12:00:00 AM,533,44,1972,10,0,53.1
18300,"",Diane,L,Ramos,"",3381 Paso Nogal,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0148,7/12/1981 12:00:00 AM,Partial College,Clerical,F,M,1,0,1,2,85674,3/6/2017 12:00:00 AM,428,35,1981,7,1,50.64
21781,"",Jared,"",Rivera,"",2096 Trinity Ave.,NULL,Lynnwood,Washington,United States,98036,432-555-0138,6/22/1967 12:00:00 AM,Bachelors,Professional,M,M,1,3,0,2,129242,3/6/2017 12:00:00 AM,597,49,1967,6,1,52.48
28780,"",Melissa,L,Griffin,"",1874 Orchid Ct,NULL,Seattle,Washington,United States,98104,844-555-0182,1/7/1976 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,2,2,61829,3/6/2017 12:00:00 AM,494,41,1976,1,1,52.85
25162,"",Bryan,D,Morris,"",9634 S. Silver Spring,NULL,Torrance,California,United States,90505,729-555-0131,11/11/1984 12:00:00 AM,Bachelors,Management,M,S,1,3,0,0,111980,3/6/2017 12:00:00 AM,388,32,1984,11,1,59.52
26829,"",Morgan,"",Evans,"",Postfach 55 00 00,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0110,9/23/1987 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,1,1,54675,3/7/2017 12:00:00 AM,354,29,1987,9,1,52.61
11345,"",Robin,"",Ramos,"","6, rue de l´Esplanade",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,3/12/1977 12:00:00 AM,Partial College,Management,F,S,1,3,0,0,106648,3/6/2017 12:00:00 AM,480,40,1977,3,1,53.81
22539,"",Randall,D,Sanz,"",3001 Mt. Etna,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0177,3/11/1993 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,1,0,0,58037,3/6/2017 12:00:00 AM,288,24,1993,3,0,52.65
26226,"",Michele,C,Andersen,"",Zimmerstr 57,NULL,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0182,11/22/1992 12:00:00 AM,Partial College,Management,F,M,1,2,0,1,106062,3/6/2017 12:00:00 AM,292,24,1992,11,1,51.69
22654,"",Orlando,"",Romero,"","8, rue de la Comédie",NULL,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0112,9/22/1985 12:00:00 AM,High School,Manual,M,S,0,1,0,0,28008,3/6/2017 12:00:00 AM,378,31,1985,9,0,56.39
20389,"",Lee,"",Romero,"",5627 Crystal Avenue,NULL,Ballard,Washington,United States,98107,461-555-0172,2/5/1960 12:00:00 AM,Graduate Degree,Clerical,M,M,1,2,0,3,86828,3/6/2017 12:00:00 AM,685,57,1960,2,0,50.62
27716,"",Albert,E,Ramos,"",9993 Oak Grove Rd.,NULL,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0145,10/3/1981 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,61109,3/6/2017 12:00:00 AM,425,35,1981,10,1,57.61
23670,"",Mya,D,Henderson,"",6985 Matterhorn Ct,NULL,Salem,Oregon,United States,97301,647-555-0186,12/5/1958 12:00:00 AM,Graduate Degree,Manual,F,M,1,1,1,2,35142,3/6/2017 12:00:00 AM,699,58,1958,12,0,47.02
28410,"",Cheryl,R,Gill,"",466 Ranch Road,NULL,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0121,4/21/1997 12:00:00 AM,High School,Skilled Manual,F,M,0,2,0,0,59673,3/6/2017 12:00:00 AM,239,19,1997,4,0,48.54
21755,"",Lucas,R,White,"",2581 Browse Ct,NULL,Coronado,California,United States,92118,703-555-0112,3/24/1963 12:00:00 AM,Bachelors,Professional,M,M,1,3,1,2,133272,3/6/2017 12:00:00 AM,648,54,1963,3,1,56.63
